frame,timestamp,motion
4616,77.01,0.003526
4620,77.077,0.003664
4624,77.144,0.002406
4628,77.21,0.003392
4632,77.277,0.003489
4636,77.344,0.002342
4640,77.411,0.003552
4644,77.477,0.003352
4648,77.544,0.002451
4652,77.611,0.003512
4656,77.678,0.00313
4660,77.744,0.002496
4664,77.811,0.003482
4668,77.878,0.00294
4672,77.945,0.002447
4676,78.011,0.003321
4680,78.078,0.005011
4684,78.145,0.003778
4688,78.211,0.004444
4692,78.278,0.003362
4696,78.345,0.003681
4700,78.412,0.004463
4704,78.478,0.003154
4708,78.545,0.003746
4712,78.612,0.004257
4716,78.679,0.003051
4720,78.745,0.0038
4724,78.812,0.00399
4728,78.879,0.003084
